Company_name,Company_url,Membership_number,City,Email,Activities
Energy Power Service for General Contracting Est,https://muqawil.org/en/contractors/7141/143,100007141,DAMMAM,MOHAMMAD@ENERSERV-SA.COM,['No Data']
Saraya Alandalus For Contracting Company,https://muqawil.org/en/contractors/2441/143,20002408,RIYADH,m.negm@saraya.sa,"['Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Construction of all types of non-residential buildings such as airport buildings', 'Construction of all types of non-residential steel buildings', 'Construction of all types of other not previously mentioned non-residential buildings', 'Erection of prefabricated constructions on the site', 'Remodeling or renovating existing residential and non- residential structures', 'Civil engineering', 'Construction of roads and railways', 'Construction and repair of motorways, streets, roads, other vehicular and pedestrian ways', 'Construction and repair of bridges or tunnels', 'Other construction activities of roads, bridges, tunnels and railways n.e.c.', 'Repair and maintenance of motorways, streets, roads, other vehicular and pedestrian ways', 'Repair and maintenance of bridges or tunnels', 'Construction of utility projects', 'Long-distance pipelines, communication and power lines', 'Long-distance oil and gas pipelines', 'Establishment and Maintenance of main lines and stations of water distribution', 'Construction and repair of irrigation systems (canals)and main reservoirs, and drilling and maintenance of water wells', 'Construction and repair of sewer systems, sewage disposal plants and pumping stations', 'Construction, erection and repair of power plants', 'Construction, erection and repair of wired and wireless communication stations and radars', 'Other utility projects construction activities n.e.c.', 'Repair and maintenance of water distribution stations, networks and main lines', 'Construction and repair of irrigation systems (canals), water main storage towers and water wells drilling', 'Repair and maintenance of sewer systems, sewage disposal plants and pumping station', 'Construction, erection and repair of power plants', 'Repair and maintenance of wired and wireless communication stations and radars', 'Specialized construction activities', 'Demolition', 'Demolition or wrecking of buildings and other structures', 'Site preparation', 'Drilling and earth moving for site preparation purposes', 'Landfill', 'Building site drainage', 'Blasting', 'Other site preparation activities', 'Electrical installation', 'Electrical wiring', 'Other specialized construction activities', 'Bricklaying', 'Stone setting', 'Other bricklaying and stone setting work', 'Scaffolds erecting', 'Construction of outdoor swimming pools', 'Steam cleaning, sand blasting and similar activities for building exteriors', 'Renting of cranes with operator', 'Other specialized building completion and finishing activities necessitating specialized skills and the use of related equipment n.e.c.', 'Services to buildings and landscape activities', 'Other building and industrial cleaning activities', 'Street sweeping and snow and ice removal']"
Hamsat Almaseef Contracting Est,https://muqawil.org/en/contractors/1577/143,10001546,RIYADH,HAMSATALMASEEF@HOTMAIL.COM,"['Civil engineering', 'Construction of roads and railways', 'Construction and repair of motorways, streets, roads, other vehicular and pedestrian ways']"
Safety Arabian Company Ltd.,https://muqawil.org/en/contractors/2420/143,10002387,RIYADH,office@safety-arabia.com,"['Civil engineering', 'Construction of roads and railways', 'Construction and repair of motorways, streets, roads, other vehicular and pedestrian ways', 'Repair and maintenance of motorways, streets, roads, other vehicular and pedestrian ways']"
Ansab General Contracting Company,https://muqawil.org/en/contractors/5137/143,100005137,AL KHOBAR,n.hashem@ansab.com.sa,"['Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Civil engineering', 'Construction of roads and railways', 'Construction and repair of motorways, streets, roads, other vehicular and pedestrian ways', 'Construction and repair of bridges or tunnels', 'Construction and repair of railways and subways', 'Other construction activities of roads, bridges, tunnels and railways n.e.c.', 'Repair and maintenance of motorways, streets, roads, other vehicular and pedestrian ways', 'Repair and maintenance of bridges or tunnels', 'Construction of utility projects', 'Long-distance pipelines, communication and power lines', 'Establishment and Maintenance of main lines and stations of water distribution', 'Construction and repair of irrigation systems (canals)and main reservoirs, and drilling and maintenance of water wells', 'Construction and repair of sewer systems, sewage disposal plants and pumping stations', 'Other utility projects construction activities n.e.c.', 'Repair and maintenance of water distribution stations, networks and main lines', 'Construction and repair of irrigation systems (canals), water main storage towers and water wells drilling', 'Repair and maintenance of sewer systems, sewage disposal plants and pumping station', 'Construction, erection and repair of power plants', 'Construction of other civil engineering projects', 'Construction of harbor and river works', 'Construction of pleasure ports (marinas)', 'Dredging of waterways', 'Construction of dykes', 'Other construction works, other than buildings, such as outdoor sports facilities, land subdivision with land improvement (e.g. adding of roads, utility infrastructure etc.)', 'Repair and maintenance of dams', 'Repair and maintenance of port piers and marine facilities', 'Specialized construction activities', 'Demolition', 'Demolition or wrecking of buildings and other structures', 'Other demolition activities', 'Site preparation', 'Drilling and earth moving for site preparation purposes', 'Landfill', 'Building site drainage', 'Blasting', 'Other site preparation activities', 'Electrical installation', 'Telecommunications wiring', 'Network wiring', 'Other electrical and telecommunications wiring activities', 'Installation of lighting systems', 'Installation of street lighting and airport runway lighting', 'Connecting of electric appliances and household equipment, including baseboard heating', 'Installation and maintenance of traffic safety devices', 'Other lighting systems, fire alarms and burglar alarm systems installation activities', 'Services to buildings and landscape activities', 'Combined facilities support activities', 'Provision of support services within facilities', 'Provision of general interior cleaning services within facilities', 'Provision of maintenance services within facilities', 'Other facilities support activities n.e.c.', 'Activities of government buildings cleaning services', 'Provision of mail routing services', 'Landscape care and maintenance service activities', 'Care and maintenance of parks and gardens for public housing', 'Care and maintenance of greenery for buildings (roof gardens, facade greenery, indoor gardens)', 'Care and maintenance of parks and gardens for highway greenery', 'Care and maintenance of greenery for sports grounds (e.g. golf courses)', 'Care and maintenance of greenery for stationary and flowing water (basins, ponds, swimming pools, watercourses and wet areas)', 'Care and maintenance of plants for protection against noise, wind and erosion', 'Care and maintenance of other types of landscap n.e.c.', 'Activities of landscape design services', 'Maintenance of land in order to keep it in good ecological condition']"
Raghad Projects Contracting Est.,https://muqawil.org/en/contractors/2113/143,10002082,RIYADH,ie_anasah@hotmail.com,"['Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Remodeling or renovating existing residential and non- residential structures', 'Civil engineering', 'Construction of roads and railways', 'Construction and repair of motorways, streets, roads, other vehicular and pedestrian ways']"
GRC Touch Company,https://muqawil.org/en/contractors/4851/143,100004851,RIYADH,Waleed@grctouch.com,"['Specialized construction activities', 'Building completion and finishing', 'Installation of decor', 'Other building completion work', 'Other specialized construction activities', 'Other specialized building completion and finishing activities necessitating specialized skills and the use of related equipment n.e.c.']"
Ali Hussain Alyami & Partner Trading and Contracting Company,https://muqawil.org/en/contractors/3604/143,100003604,N/A,faris@bormangroup.com,"['Construction of buildings', 'Construction of buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Specialized construction activities', 'Electrical installation', 'Network wiring', 'Services to buildings and landscape activities', 'Combined facilities support activities', 'Provision of general interior cleaning services within facilities', 'Provision of maintenance services within facilities', 'General cleaning of buildings', 'General cleaning of buildings']"
Al-Jehaz Contracting Company,https://muqawil.org/en/contractors/1220/143,10001195,RIYADH,bd@algihaz.com,"['Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Construction of all types of non-residential buildings such as airport buildings', 'Construction of all types of non-residential steel buildings', 'Construction of all types of other not previously mentioned non-residential buildings', 'Remodeling or renovating existing residential and non- residential structures', 'Civil engineering', 'Construction of roads and railways', 'Construction and repair of motorways, streets, roads, other vehicular and pedestrian ways', 'Other construction activities of roads, bridges, tunnels and railways n.e.c.', 'Construction of utility projects', 'Long-distance pipelines, communication and power lines', 'Construction, erection and repair of power plants', 'Construction, erection and repair of wired and wireless communication stations and radars', 'Specialized construction activities', 'Electrical installation', 'Electrical wiring', 'Telecommunications wiring', 'Network wiring', 'Other electrical and telecommunications wiring activities', 'Installation of satellite dishes', 'Installation of computer network and cable television wiring', 'Other computer network and cable television wiring installation activities', 'Other types of electrical installation', 'Plumbing, heat and air-conditioning installation', 'Installation, maintenance and repair of solar energy collectors', 'Services to buildings and landscape activities', 'Combined facilities support activities', 'Provision of general interior cleaning services within facilities', 'Provision of maintenance services within facilities', 'Other facilities support activities n.e.c.', 'General cleaning of buildings', 'General cleaning of buildings']"
Mudun Contracting Co,https://muqawil.org/en/contractors/871/143,10000851,JEDDAH,contact@mudungroup.com,"['Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Specialized construction activities', 'Electrical installation', 'Electrical wiring', 'Building completion and finishing', 'Installation of decor', 'Installation of glass, mirrors of buildings', 'Services to buildings and landscape activities', 'Combined facilities support activities', 'Provision of maintenance services within facilities']"
Al-Rawaf Contracting Co.,https://muqawil.org/en/contractors/1222/143,10001197,BURAYDAH,RIMOSONG2000@YAHOO.COM,"['Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Construction of all types of other not previously mentioned non-residential buildings', 'Civil engineering', 'Construction of roads and railways', 'Construction and repair of motorways, streets, roads, other vehicular and pedestrian ways', 'Construction and repair of bridges or tunnels', 'Construction of utility projects', 'Construction and repair of sewer systems, sewage disposal plants and pumping stations', 'Specialized construction activities', 'Site preparation', 'Drilling and earth moving for site preparation purposes', 'Electrical installation', 'Electrical wiring', 'Installation of lighting systems', 'Installation of fire alarms', 'Building completion and finishing', 'Building finishing', 'Installation of doors (except automated and revolving), windows, door and window frames, fitted kitchens, staircases of wood']"
Weltex Saudi Arabia Ltd,https://muqawil.org/en/contractors/6143/143,100006143,RIYADH,naif@weltexsa.com,"['Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Civil engineering', 'Construction of utility projects', 'Long-distance pipelines, communication and power lines', 'Construction and repair of sewer systems, sewage disposal plants and pumping stations', 'Specialized construction activities', 'Electrical installation', 'Telecommunications wiring', 'Installation of satellite dishes', 'Installation and maintenance of safety devices']"
Hadiban Hamed Al Makhlafi Company,https://muqawil.org/en/contractors/1080/143,10001058,TABUK,m.k.c@hotmail.com,"['Waste collection, treatment & disposal activities; materials recovery', 'Collection of non-hazardous waste', 'Transfer of municipal waste', 'Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Civil engineering', 'Construction of utility projects', 'Establishment and Maintenance of main lines and stations of water distribution', 'Specialized construction activities', 'Site preparation', 'Other site preparation activities', 'Electrical installation', 'Installation of lighting systems', 'Plumbing, heat and air-conditioning installation', 'Installation, maintenance and repair of heating systems (electric, gas and oil)', 'Building completion and finishing', 'Installation of decor']"
"Al-Asila Solutions Co., Ltd",https://muqawil.org/en/contractors/2622/143,30002587,RIYADH,khalid@alasila.com,"['Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Construction of all types of non-residential buildings such as airport buildings', 'Construction of all types of non-residential steel buildings', 'Construction of all types of other not previously mentioned non-residential buildings', 'Erection of prefabricated constructions on the site', 'Remodeling or renovating existing residential and non- residential structures', 'Specialized construction activities', 'Electrical installation', 'Electrical wiring', 'Telecommunications wiring', 'Network wiring', 'Other electrical and telecommunications wiring activities', 'Installation of satellite dishes', 'Installation of computer network and cable television wiring', 'Other computer network and cable television wiring installation activities', 'Installation of lighting systems', 'Installation of fire alarms', 'Installation of burglar alarm systems', 'Other lighting systems, fire alarms and burglar alarm systems installation activities', 'Installation of street lighting and airport runway lighting', 'Connecting of electric appliances and household equipment, including baseboard heating', 'Other types of electrical installation', 'Installation and maintenance of fire alarms devices and equipment', 'Installation of burglar alarm systems', 'Installation and maintenance of safety devices', 'Installation and maintenance of traffic safety devices', 'Other lighting systems, fire alarms and burglar alarm systems installation activities']"
Alsaad General Contracting Company Ltd.,https://muqawil.org/en/contractors/2992/143,20002951,JEDDAH,iksalam@alsaad.com.sa,"['Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Construction of all types of non-residential buildings such as airport buildings', 'Construction of all types of non-residential steel buildings', 'Construction of all types of other not previously mentioned non-residential buildings', 'Erection of prefabricated constructions on the site', 'Remodeling or renovating existing residential and non- residential structures', 'Civil engineering', 'Construction of roads and railways', 'Construction and repair of motorways, streets, roads, other vehicular and pedestrian ways', 'Construction and repair of bridges or tunnels', 'Construction and repair of railways and subways', 'Other construction activities of roads, bridges, tunnels and railways n.e.c.', 'Construction of utility projects', 'Long-distance pipelines, communication and power lines', 'Long-distance oil and gas pipelines', 'Establishment and Maintenance of main lines and stations of water distribution', 'Construction and repair of irrigation systems (canals)and main reservoirs, and drilling and maintenance of water wells', 'Construction and repair of sewer systems, sewage disposal plants and pumping stations', 'Construction, erection and repair of power plants', 'Construction, erection and repair of wired and wireless communication stations and radars', 'Other utility projects construction activities n.e.c.', 'Construction of other civil engineering projects', 'Construction of refineries and petrochemical plants', 'Construction of harbor and river works', 'Construction of pleasure ports (marinas)', 'Construction of dams', 'Dredging of waterways', 'Construction of dykes', 'Other construction works, other than buildings, such as outdoor sports facilities, land subdivision with land improvement (e.g. adding of roads, utility infrastructure etc.)', 'Specialized construction activities', 'Electrical installation', 'Installation of lighting systems']"
Abdullah Assaf Mohammed Al Ghamdi Contracting Est,https://muqawil.org/en/contractors/819/143,10000799,BILJURASHI,alassafcompany@hotmail.com,"['Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Construction of all types of non-residential buildings such as airport buildings', 'Construction of all types of non-residential steel buildings', 'Construction of all types of other not previously mentioned non-residential buildings']"
Al-Majal Syd Al-Khadamat Co.,https://muqawil.org/en/contractors/1951/143,20001920,JEDDAH,abdulrahman@almajal.com,"['Waste collection, treatment & disposal activities; materials recovery', 'Collection of non-hazardous waste', 'Street cleaning', 'Construction of buildings', 'Construction of buildings', 'Remodeling or renovating existing residential and non- residential structures', 'Civil engineering', 'Construction of roads and railways', 'Construction and repair of motorways, streets, roads, other vehicular and pedestrian ways', 'Construction of other civil engineering projects', 'Dredging of waterways', 'Specialized construction activities', 'Electrical installation', 'Electrical wiring', 'Telecommunications wiring', 'Network wiring', 'Installation of computer network and cable television wiring', 'Other computer network and cable television wiring installation activities', 'Installation of lighting systems', 'Plumbing, heat and air-conditioning installation', 'Installation, maintenance and repair of plumbing and sanitary equipment', 'Installation, maintenance and repair of refrigeration or air-conditioning equipment', 'Installation, maintenance and repair of gas fittings', 'Installation, maintenance and repair of steam piping', 'Installation, maintenance and repair of air- conditioning ducts', 'Other construction installation', 'Installation, repair and maintenance of vacuum cleaning systems', 'Building completion and finishing', 'Building finishing', 'Installation of decor', 'Interior and exterior painting of buildings', 'Cleaning of new buildings after construction', 'Services to buildings and landscape activities', 'Combined facilities support activities', 'Provision of general interior cleaning services within facilities', 'Provision of maintenance services within facilities', 'General cleaning of buildings', 'General cleaning of buildings', 'Other building and industrial cleaning activities', 'Exterior cleaning of buildings', 'Swimming pool cleaning and maintenance services', 'Disinfecting and exterminating activities', 'Street sweeping and snow and ice removal', 'Landscape care and maintenance service activities', 'Care and maintenance of greenery for buildings (roof gardens, facade greenery, indoor gardens)', 'Care and maintenance of parks and gardens for highway greenery']"
Saudi Spectrum Engineering Company,https://muqawil.org/en/contractors/20039902/143,403640366,RIYADH,yalsayeh@sesksa.com,"['Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Specialized construction activities', 'Electrical installation', 'Electrical wiring', 'Installation of lighting systems', 'Building completion and finishing', 'Building finishing', 'Installation of marble']"
Modern Insulation Industries Company,https://muqawil.org/en/contractors/6190/143,100006190,RIYADH,projects@miic.com.sa,['No Data']
Building Defense Systems Trading and Contracting Company,https://muqawil.org/en/contractors/6258/143,100006258,AL KHOBAR,hina@bds-sa.org,['No Data']
International Hospitals Construction Co Ltd,https://muqawil.org/en/contractors/954/143,10000932,JEDDAH,bdm@ihcc.sa,"['Construction of buildings', 'Construction of buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Specialized construction activities', 'Electrical installation', 'Electrical wiring', 'Plumbing, heat and air-conditioning installation', 'Installation, maintenance and repair of plumbing and sanitary equipment', 'Installation, maintenance and repair of refrigeration or air-conditioning equipment']"
Osama Zaid Azraq EST,https://muqawil.org/en/contractors/1111/143,10001089,MAKKAH AL MUKARRAMAH,osamaazraq@hotmail.com,"['Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Erection of prefabricated constructions on the site', 'Remodeling or renovating existing residential and non- residential structures', 'Civil engineering', 'Construction of utility projects', 'Construction and repair of sewer systems, sewage disposal plants and pumping stations', 'Construction, erection and repair of power plants', 'Specialized construction activities', 'Electrical installation', 'Electrical wiring', 'Telecommunications wiring', 'Installation and maintenance of fire alarms devices and equipment', 'Installation and maintenance of safety devices', 'Installation and maintenance of traffic safety devices', 'Plumbing, heat and air-conditioning installation', 'Installation, maintenance and repair of refrigeration or air-conditioning equipment', 'Installation, maintenance and repair of fire sprinkler systems', 'Other construction installation', 'Installation and maintenance of early warning sirens and control centers', 'Installation and maintenance of fire equipment', 'Services to buildings and landscape activities', 'Combined facilities support activities', 'Provision of maintenance services within facilities', 'Activities of government buildings cleaning services']"
Alrashid Trading & Contracting Company,https://muqawil.org/en/contractors/3724/143,100003724,RIYADH,rtcc@rtcc.com.sa,"['Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Construction of all types of non-residential buildings such as airport buildings', 'Civil engineering', 'Construction of roads and railways', 'Construction and repair of motorways, streets, roads, other vehicular and pedestrian ways', 'Construction and repair of bridges or tunnels', 'Construction and repair of railways and subways', 'Construction of utility projects', 'Long-distance oil and gas pipelines', 'Establishment and Maintenance of main lines and stations of water distribution', 'Construction and repair of sewer systems, sewage disposal plants and pumping stations', 'Construction of other civil engineering projects', 'Construction of dams']"
Eastern Projects Contracting Co. For Building Works,https://muqawil.org/en/contractors/872/143,10000106,AL HUFUF,sec3@alaligroup.com,"['Waste collection, treatment & disposal activities; materials recovery', 'Collection of non-hazardous waste', 'Transfer of municipal waste', 'Street cleaning', 'Other non-hazardous waste collection activities', 'Collection of hazardous waste', 'Operation of waste transfer stations for hazardous waste', 'Construction of buildings', 'Construction of buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Civil engineering', 'Construction of roads and railways', 'Construction and repair of motorways, streets, roads, other vehicular and pedestrian ways', 'Construction and repair of bridges or tunnels', 'Construction of utility projects', 'Long-distance pipelines, communication and power lines', 'Establishment and Maintenance of main lines and stations of water distribution', 'Construction and repair of irrigation systems (canals)and main reservoirs, and drilling and maintenance of water wells', 'Construction and repair of sewer systems, sewage disposal plants and pumping stations', 'Construction, erection and repair of power plants', 'Other utility projects construction activities n.e.c.', 'Construction of other civil engineering projects', 'Construction of dams', 'Dredging of waterways', 'Specialized construction activities', 'Demolition', 'Demolition or wrecking of buildings and other structures', 'Other demolition activities', 'Site preparation', 'Drilling and earth moving for site preparation purposes', 'Landfill', 'Building site drainage', 'Blasting', 'Electrical installation', 'Electrical wiring']"
Arch Company for Technical Development,https://muqawil.org/en/contractors/6571/143,100006571,RIYADH,ahmad@al-kaws.com,['No Data']
Zass Trading & Contracting Company,https://muqawil.org/en/contractors/2082/143,10002051,RIYADH,zass10@hotmail.com,"['Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Construction of all types of other not previously mentioned non-residential buildings', 'Erection of prefabricated constructions on the site', 'Remodeling or renovating existing residential and non- residential structures', 'Civil engineering', 'Construction of roads and railways', 'Construction and repair of motorways, streets, roads, other vehicular and pedestrian ways', 'Construction of utility projects', 'Long-distance pipelines, communication and power lines', 'Construction and repair of sewer systems, sewage disposal plants and pumping stations', 'Construction, erection and repair of power plants', 'Other utility projects construction activities n.e.c.', 'Construction of other civil engineering projects', 'Other construction works, other than buildings, such as outdoor sports facilities, land subdivision with land improvement (e.g. adding of roads, utility infrastructure etc.)', 'Specialized construction activities', 'Demolition', 'Demolition or wrecking of buildings and other structures', 'Site preparation', 'Drilling and earth moving for site preparation purposes', 'Landfill', 'Building site drainage', 'Other site preparation activities', 'Electrical installation', 'Electrical wiring', 'Telecommunications wiring', 'Network wiring', 'Other electrical and telecommunications wiring activities', 'Installation of satellite dishes', 'Installation of computer network and cable television wiring', 'Other computer network and cable television wiring installation activities', 'Installation of lighting systems', 'Other lighting systems, fire alarms and burglar alarm systems installation activities', 'Connecting of electric appliances and household equipment, including baseboard heating', 'Other types of electrical installation', 'Plumbing, heat and air-conditioning installation', 'Installation, maintenance and repair of heating systems (electric, gas and oil)', 'Installation, maintenance and repair of solar energy collectors', 'Installation, maintenance and repair of plumbing and sanitary equipment', 'Installation, maintenance and repair of refrigeration or air-conditioning equipment', 'Installation, maintenance and repair of gas fittings', 'Installation, maintenance and repair of steam piping', 'Installation, maintenance and repair of fire sprinkler systems', 'Installation, maintenance and repair of lawn sprinkler systems', 'Installation, maintenance and repair of air- conditioning ducts', 'Other construction installation', 'Installation, repair and maintenance of elevators and escalators', 'Installation, repair and maintenance of automated and revolving doors', 'Installation, repair and maintenance of lightning conductors', 'Installation, repair and maintenance of vacuum cleaning systems', 'Installation, repair and maintenance of thermal, sound or vibration insulation', 'Building completion and finishing', 'Installation of doors (except automated and revolving), windows, door and window frames, fitted kitchens, staircases of wood', 'Installation of doors (except automated and revolving), windows, door and window frames, fitted kitchens, staircases of aluminum', 'Installation of doors (except automated and revolving), windows, door and window frames, fitted kitchens, staircases of steel', 'Installation of doors (except automated and revolving), windows, door and window frames, fitted kitchens, staircases of other not previously mentioned materials', 'Installation of ceramic', 'Installation of marble', 'Installation of cut stone tiles', 'Installation of granite', 'Other ceramic, concrete, cut stone, terrazzo, marble, granite or slate wall or floor tiles installation activities', 'Parquet and other wooden floor coverings', 'Carpets and linoleum floor coverings, including of rubber or plastic', 'Other types of floor coverings', 'Installation of decor', 'Installation of wallpaper', 'Other decor and wallpaper installation activities', 'Works of plaster or stucco', 'Interior and exterior painting of buildings', 'Painting of civil engineering structures', 'Installation of glass, mirrors of buildings', 'Exterior glass installation of towers', 'Cleaning of new buildings after construction', 'Interior installation of shops, mobile homes, boats etc.', 'Installation of furniture', 'Other building completion work', 'Other specialized construction activities', 'Bricklaying', 'Stone setting', 'Scaffolds erecting', 'Construction of outdoor swimming pools', 'Steam cleaning, sand blasting and similar activities for building exteriors', 'Other specialized building completion and finishing activities necessitating specialized skills and the use of related equipment n.e.c.', 'Services to buildings and landscape activities', 'Combined facilities support activities', 'Provision of maintenance services within facilities', 'Landscape care and maintenance service activities', 'Care and maintenance of greenery for buildings (roof gardens, facade greenery, indoor gardens)']"
Environment Systems Contracting Est,https://muqawil.org/en/contractors/5173/143,100005173,RIYADH,MOH.S.Q@HOTMAIL.COM,"['Construction of buildings', 'Construction of buildings', 'Construction of all types of residential buildings', 'Construction of all types of non-residential buildings including schools, hospitals, hotels … etc.', 'Construction of all types of non-residential buildings such as airport buildings', 'Construction of all types of non-residential steel buildings', 'Construction of all types of other not previously mentioned non-residential buildings', 'Erection of prefabricated constructions on the site', 'Remodeling or renovating existing residential and non- residential structures', 'Civil engineering', 'Construction of roads and railways', 'Construction and repair of motorways, streets, roads, other vehicular and pedestrian ways', 'Construction and repair of bridges or tunnels', 'Other construction activities of roads, bridges, tunnels and railways n.e.c.', 'Repair and maintenance of motorways, streets, roads, other vehicular and pedestrian ways', 'Construction of utility projects', 'Long-distance pipelines, communication and power lines', 'Establishment and Maintenance of main lines and stations of water distribution', 'Construction and repair of irrigation systems (canals)and main reservoirs, and drilling and maintenance of water wells', 'Construction and repair of sewer systems, sewage disposal plants and pumping stations', 'Repair and maintenance of water distribution stations, networks and main lines', 'Construction and repair of irrigation systems (canals), water main storage towers and water wells drilling', 'Repair and maintenance of sewer systems, sewage disposal plants and pumping station', 'Construction of other civil engineering projects', 'Construction of dams', 'Dredging of waterways', 'Repair and maintenance of dams', 'Specialized construction activities', 'Demolition', 'Demolition or wrecking of buildings and other structures', 'Site preparation', 'Drilling and earth moving for site preparation purposes', 'Landfill', 'Building site drainage', 'Other site preparation activities', 'Electrical installation', 'Electrical wiring', 'Telecommunications wiring', 'Network wiring', 'Other electrical and telecommunications wiring activities', 'Plumbing, heat and air-conditioning installation', 'Installation, maintenance and repair of gas fittings', 'Installation, maintenance and repair of steam piping', 'Installation, maintenance and repair of fire sprinkler systems', 'Installation, maintenance and repair of lawn sprinkler systems', 'Building completion and finishing', 'Building finishing', 'Services to buildings and landscape activities', 'Combined facilities support activities', 'Provision of maintenance services within facilities', 'Other facilities support activities n.e.c.', 'Landscape care and maintenance service activities', 'Care and maintenance of parks and gardens for public housing', 'Care and maintenance of greenery for buildings (roof gardens, facade greenery, indoor gardens)']"
